X4PP;City;Municipality;Province
7150;Eibergen;Berkelland;Gelderland
7151;Eibergen;Berkelland;Gelderland
7152;Eibergen;Berkelland;Gelderland
7156;Beltrum;Berkelland;Gelderland
7157;Rekken;Berkelland;Gelderland
7160;Neede;Berkelland;Gelderland
7161;Neede;Berkelland;Gelderland
7165;Rietmolen;Berkelland;Gelderland
7260;Ruurlo;Berkelland;Gelderland
7261;Ruurlo;Berkelland;Gelderland
7270;Borculo;Berkelland;Gelderland
7271;Borculo;Berkelland;Gelderland
7273;Haarlo;Berkelland;Gelderland
7274;Geesteren;Berkelland;Gelderland
7275;Gelselaar;Berkelland;Gelderland
5384;Heesch;Bernheze;Noord-Brabant
5388;Nistelrode;Bernheze;Noord-Brabant
5471;Loosbroek;Bernheze;Noord-Brabant
5472;Loosbroek;Bernheze;Noord-Brabant
5473;Heeswijk-Dinther;Bernheze;Noord-Brabant
5476;Vorstenbosch;Bernheze;Noord-Brabant
3211;Geervliet;Bernisse;Zuid-Holland
3212;Simonshaven;Bernisse;Zuid-Holland
3214;Simonshaven;Bernisse;Zuid-Holland
3216;Abbenbroek;Bernisse;Zuid-Holland
3218;Heenvliet;Bernisse;Zuid-Holland
3227;Oudenhoorn;Bernisse;Zuid-Holland
5680;Best;Best;Noord-Brabant
5681;Best;Best;Noord-Brabant
5682;Best;Best;Noord-Brabant
5683;Best;Best;Noord-Brabant
5684;Best;Best;Noord-Brabant
5685;Best;Best;Noord-Brabant
6550;Weurt;Beuningen;Gelderland
6551;Weurt;Beuningen;Gelderland
6641;Beuningen Gld;Beuningen;Gelderland
6642;Beuningen Gld;Beuningen;Gelderland
6644;Ewijk;Beuningen;Gelderland
6645;Winssen;Beuningen;Gelderland
1940;Beverwijk;Beverwijk;Noord-Holland
1941;Beverwijk;Beverwijk;Noord-Holland
1942;Beverwijk;Beverwijk;Noord-Holland
1943;Beverwijk;Beverwijk;Noord-Holland
1944;Beverwijk;Beverwijk;Noord-Holland
1945;Beverwijk;Beverwijk;Noord-Holland
1946;Beverwijk;Beverwijk;Noord-Holland
1947;Beverwijk;Beverwijk;Noord-Holland
1948;Beverwijk;Beverwijk;Noord-Holland
1949;Wijk aan Zee;Beverwijk;Noord-Holland
3270;Mijnsheerenland;Binnenmaas;Zuid-Holland
3271;Mijnsheerenland;Binnenmaas;Zuid-Holland
3273;Westmaas;Binnenmaas;Zuid-Holland
3274;Heinenoord;Binnenmaas;Zuid-Holland
3295;'s-Gravendeel;Binnenmaas;Zuid-Holland
3297;Puttershoek;Binnenmaas;Zuid-Holland
3299;Maasdam;Binnenmaas;Zuid-Holland
5527;Hapert;Bladel;Noord-Brabant
5528;Hoogeloon;Bladel;Noord-Brabant
5529;Casteren;Bladel;Noord-Brabant
5530;Bladel;Bladel;Noord-Brabant
5531;Bladel;Bladel;Noord-Brabant
5534;Netersel;Bladel;Noord-Brabant
1251;Blaricum;Blaricum;Noord-Holland
1260;Blaricum;Blaricum;Noord-Holland
1261;Blaricum;Blaricum;Noord-Holland
2014;Overveen;Bloemendaal;Noord-Holland
2050;Overveen;Bloemendaal;Noord-Holland
2051;Overveen;Bloemendaal;Noord-Holland
2060;Bloemendaal;Bloemendaal;Noord-Holland
2061;Bloemendaal;Bloemendaal;Noord-Holland
2110;Aerdenhout;Bloemendaal;Noord-Holland
2111;Aerdenhout;Bloemendaal;Noord-Holland
2114;Vogelenzang;Bloemendaal;Noord-Holland
2120;Bennebroek;Bloemendaal;Noord-Holland
2121;Bennebroek;Bloemendaal;Noord-Holland
2410;Bodegraven;Bodegraven-Reeuwijk;Zuid-Holland
2411;Bodegraven;Bodegraven-Reeuwijk;Zuid-Holland
2412;Bodegraven;Bodegraven-Reeuwijk;Zuid-Holland
2415;Nieuwerbrug aan den Rijn;Bodegraven-Reeuwijk;Zuid-Holland
2810;Reeuwijk;Bodegraven-Reeuwijk;Zuid-Holland
2811;Reeuwijk;Bodegraven-Reeuwijk;Zuid-Holland
3465;Driebruggen;Bodegraven-Reeuwijk;Zuid-Holland
3466;Waarder;Bodegraven-Reeuwijk;Zuid-Holland
5427;Boekel;Boekel;Noord-Brabant
5428;Venhorst;Boekel;Noord-Brabant
7858;Eeserveen;Borger-Odoorn;Drenthe
7859;Eeserveen;Borger-Odoorn;Drenthe
7871;Klijndijk;Borger-Odoorn;Drenthe
7872;Valthe;Borger-Odoorn;Drenthe
7873;Odoorn;Borger-Odoorn;Drenthe
7874;Odoornerveen;Borger-Odoorn;Drenthe
7875;Exloo;Borger-Odoorn;Drenthe
7876;Valthermond;Borger-Odoorn;Drenthe
7877;2e Valthermond;Borger-Odoorn;Drenthe
9520;Nieuw-Buinen;Borger-Odoorn;Drenthe
9521;Nieuw-Buinen;Borger-Odoorn;Drenthe
9523;Drouwenermond;Borger-Odoorn;Drenthe
9524;Buinerveen;Borger-Odoorn;Drenthe
9525;Drouwenerveen;Borger-Odoorn;Drenthe
9526;Bronnegerveen;Borger-Odoorn;Drenthe
9527;Bronneger;Borger-Odoorn;Drenthe
9528;Buinen;Borger-Odoorn;Drenthe
9530;Borger;Borger-Odoorn;Drenthe
9531;Borger;Borger-Odoorn;Drenthe
9533;Drouwen;Borger-Odoorn;Drenthe
9534;Westdorp;Borger-Odoorn;Drenthe
9535;Ellertshaar;Borger-Odoorn;Drenthe
9536;Ees;Borger-Odoorn;Drenthe
9537;Eesergroen;Borger-Odoorn;Drenthe
9564;Zandberg;Borger-Odoorn;Drenthe
9571;2e Exloërmond;Borger-Odoorn;Drenthe
9573;1e Exloërmond;Borger-Odoorn;Drenthe
9574;Exloërveen;Borger-Odoorn;Drenthe
7620;Borne;Borne;Overijssel
7621;Borne;Borne;Overijssel
7622;Borne;Borne;Overijssel
7623;Borne;Borne;Overijssel
7625;Zenderen;Borne;Overijssel
7626;Hertme;Borne;Overijssel
4430;'s-Gravenpolder;Borsele;Zeeland
4431;'s-Gravenpolder;Borsele;Zeeland
4433;Hoedekenskerke;Borsele;Zeeland
4434;Kwadendamme;Borsele;Zeeland
4435;Baarland;Borsele;Zeeland
4436;Oudelande;Borsele;Zeeland
4437;Ellewoutsdijk;Borsele;Zeeland
4438;Driewegen;Borsele;Zeeland
4440;Ovezande;Borsele;Zeeland
4441;Ovezande;Borsele;Zeeland
4443;Nisse;Borsele;Zeeland
4444;'s-Heer Abtskerke;Borsele;Zeeland
4450;Heinkenszand;Borsele;Zeeland
4451;Heinkenszand;Borsele;Zeeland
4453;'s-Heerenhoek;Borsele;Zeeland
4454;Borssele;Borsele;Zeeland
4455;Nieuwdorp;Borsele;Zeeland
4456;Lewedorp;Borsele;Zeeland
5441;Oeffelt;Boxmeer;Noord-Brabant
5447;Rijkevoort;Boxmeer;Noord-Brabant
5820;Vierlingsbeek;Boxmeer;Noord-Brabant
5821;Groeningen;Boxmeer;Noord-Brabant
5823;Maashees;Boxmeer;Noord-Brabant
5824;Holthees;Boxmeer;Noord-Brabant
5825;Overloon;Boxmeer;Noord-Brabant
5826;Groeningen;Boxmeer;Noord-Brabant
5827;Vortum-Mullem;Boxmeer;Noord-Brabant
5830;Boxmeer;Boxmeer;Noord-Brabant
5831;Boxmeer;Boxmeer;Noord-Brabant
5835;Beugen;Boxmeer;Noord-Brabant
5836;Sambeek;Boxmeer;Noord-Brabant
5280;Boxtel;Boxtel;Noord-Brabant
5281;Boxtel;Boxtel;Noord-Brabant
5282;Boxtel;Boxtel;Noord-Brabant
5283;Boxtel;Boxtel;Noord-Brabant
5298;Liempde;Boxtel;Noord-Brabant
4800;Breda;Breda;Noord-Brabant
4801;Breda;Breda;Noord-Brabant
4802;Breda;Breda;Noord-Brabant
4803;Breda;Breda;Noord-Brabant
4811;Breda;Breda;Noord-Brabant
4812;Breda;Breda;Noord-Brabant
4813;Breda;Breda;Noord-Brabant
4814;Breda;Breda;Noord-Brabant
4815;Breda;Breda;Noord-Brabant
4816;Breda;Breda;Noord-Brabant
4817;Breda;Breda;Noord-Brabant
4818;Breda;Breda;Noord-Brabant
4819;Breda;Breda;Noord-Brabant
4820;Breda;Breda;Noord-Brabant
4822;Breda;Breda;Noord-Brabant
4823;Breda;Breda;Noord-Brabant
4824;Breda;Breda;Noord-Brabant
4825;Breda;Breda;Noord-Brabant
4826;Breda;Breda;Noord-Brabant
4827;Breda;Breda;Noord-Brabant
4834;Breda;Breda;Noord-Brabant
4835;Breda;Breda;Noord-Brabant
4836;Breda;Breda;Noord-Brabant
4837;Breda;Breda;Noord-Brabant
4838;Breda;Breda;Noord-Brabant
4839;Breda;Breda;Noord-Brabant
4840;Prinsenbeek;Breda;Noord-Brabant
4841;Breda;Breda;Noord-Brabant
4845;Bavel;Breda;Noord-Brabant
4847;Teteringen;Breda;Noord-Brabant
4850;Ulvenhout;Breda;Noord-Brabant
4851;Ulvenhout;Breda;Noord-Brabant
4854;Bavel;Breda;Noord-Brabant
3230;Brielle;Brielle;Zuid-Holland
3231;Brielle;Brielle;Zuid-Holland
3232;Brielle;Brielle;Zuid-Holland
3237;Vierpolders;Brielle;Zuid-Holland
3238;Zwartewaal;Brielle;Zuid-Holland
6996;Drempt;Bronckhorst;Gelderland
6997;Hoog-Keppel;Bronckhorst;Gelderland
6998;Laag-Keppel;Bronckhorst;Gelderland
6999;Hummelo;Bronckhorst;Gelderland
7020;Zelhem;Bronckhorst;Gelderland
7021;Zelhem;Bronckhorst;Gelderland
7025;Halle;Bronckhorst;Gelderland
7220;Steenderen;Bronckhorst;Gelderland
7221;Steenderen;Bronckhorst;Gelderland
7223;Baak;Bronckhorst;Gelderland
7224;Rha;Bronckhorst;Gelderland
7225;Olburgen;Bronckhorst;Gelderland
7226;Bronkhorst;Bronckhorst;Gelderland
7227;Toldijk;Bronckhorst;Gelderland
7233;Vierakker;Bronckhorst;Gelderland
7234;Wichmond;Bronckhorst;Gelderland
7250;Vorden;Bronckhorst;Gelderland
7251;Vorden;Bronckhorst;Gelderland
7255;Hengelo (Gld);Bronckhorst;Gelderland
7256;Keijenborg;Bronckhorst;Gelderland
6960;Eerbeek;Brummen;Gelderland
6961;Eerbeek;Brummen;Gelderland
6964;Hall;Brummen;Gelderland
6970;Brummen;Brummen;Gelderland
6971;Brummen;Brummen;Gelderland
6974;Leuvenheim;Brummen;Gelderland
6975;Tonden;Brummen;Gelderland
7399;Empe;Brummen;Gelderland
6440;Brunssum;Brunssum;Limburg
6441;Brunssum;Brunssum;Limburg
6442;Brunssum;Brunssum;Limburg
6443;Brunssum;Brunssum;Limburg
6444;Brunssum;Brunssum;Limburg
6445;Brunssum;Brunssum;Limburg
6446;Brunssum;Brunssum;Limburg
3980;Bunnik;Bunnik;Utrecht
3984;Odijk;Bunnik;Utrecht
3985;Werkhoven;Bunnik;Utrecht
3750;Bunschoten-Spakenburg;Bunschoten;Utrecht
3751;Bunschoten-Spakenburg;Bunschoten;Utrecht
3752;Bunschoten-Spakenburg;Bunschoten;Utrecht
3754;Eemdijk;Bunschoten;Utrecht
4010;Zoelen;Buren;Gelderland
4011;Ommeren;Buren;Gelderland
4012;Buren;Buren;Gelderland
4016;Kapel-Avezaath;Buren;Gelderland
4020;Maurik;Buren;Gelderland
4021;Eck en Wiel;Buren;Gelderland
4023;Rijswijk (GLD);Buren;Gelderland
4024;Eck en Wiel;Buren;Gelderland
4030;Ingen;Buren;Gelderland
4031;Ingen;Buren;Gelderland
4032;Ommeren;Buren;Gelderland
4033;Lienden;Buren;Gelderland
4110;Zoelmond;Buren;Gelderland
4111;Zoelmond;Buren;Gelderland
4112;Beusichem;Buren;Gelderland
4115;Asch;Buren;Gelderland
4116;Buren;Buren;Gelderland
4117;Erichem;Buren;Gelderland
4119;Ravenswaaij;Buren;Gelderland
4197;Buurmalsen;Buren;Gelderland
1400;Bussum;Bussum;Noord-Holland
1401;Bussum;Bussum;Noord-Holland
1402;Bussum;Bussum;Noord-Holland
1404;Bussum;Bussum;Noord-Holland
1405;Bussum;Bussum;Noord-Holland
1406;Bussum;Bussum;Noord-Holland
2900;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2901;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2902;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2903;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2904;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2905;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2906;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2907;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2908;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2909;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
1489;de Woude;Castricum;Noord-Holland
1900;Castricum;Castricum;Noord-Holland
1901;Castricum;Castricum;Noord-Holland
1902;Castricum;Castricum;Noord-Holland
1920;Akersloot;Castricum;Noord-Holland
1921;Akersloot;Castricum;Noord-Holland
7740;Coevorden;Coevorden;Drenthe
7741;Coevorden;Coevorden;Drenthe
7742;Coevorden;Coevorden;Drenthe
7750;Dalen;Coevorden;Drenthe
7751;Dalen;Coevorden;Drenthe
7753;Dalerpeel;Coevorden;Drenthe
7754;Wachtum;Coevorden;Drenthe
7755;Dalerveen;Coevorden;Drenthe
7756;Dalen;Coevorden;Drenthe
7840;Sleen;Coevorden;Drenthe
7841;Sleen;Coevorden;Drenthe
7842;Diphoorn;Coevorden;Drenthe
7843;Erm;Coevorden;Drenthe
7845;Holsloot;Coevorden;Drenthe
7846;Noord-Sleen;Coevorden;Drenthe
7847;'t Haantje;Coevorden;Drenthe
7848;Schoonoord;Coevorden;Drenthe
7849;De Kiel;Coevorden;Drenthe
7851;Zweeloo;Coevorden;Drenthe
7852;Wezup;Coevorden;Drenthe
7853;Wezuperbrug;Coevorden;Drenthe
7854;Aalden;Coevorden;Drenthe
7855;Meppen;Coevorden;Drenthe
7856;Aalden;Coevorden;Drenthe
7860;Oosterhesselen;Coevorden;Drenthe
7861;Oosterhesselen;Coevorden;Drenthe
7863;Gees;Coevorden;Drenthe
7864;Zwinderen;Coevorden;Drenthe
7917;Geesbrug;Coevorden;Drenthe
7929;Nieuwlande Coevorden;Coevorden;Drenthe
6020;Budel;Cranendonck;Noord-Brabant
6021;Budel;Cranendonck;Noord-Brabant
6023;Budel-Schoot;Cranendonck;Noord-Brabant
6024;Budel-Dorplein;Cranendonck;Noord-Brabant
6026;Maarheeze;Cranendonck;Noord-Brabant
6027;Soerendonk;Cranendonck;Noord-Brabant
6028;Gastel;Cranendonck;Noord-Brabant
3280;Numansdorp;Cromstrijen;Zuid-Holland
3281;Numansdorp;Cromstrijen;Zuid-Holland
3286;Klaaswaal;Cromstrijen;Zuid-Holland
5430;Cuijk;Cuijk;Noord-Brabant
5431;Cuijk;Cuijk;Noord-Brabant
5432;Cuijk;Cuijk;Noord-Brabant
5433;Katwijk NB;Cuijk;Noord-Brabant
5434;Vianen NB;Cuijk;Noord-Brabant
5435;Sint Agatha;Cuijk;Noord-Brabant
5437;Beers NB;Cuijk;Noord-Brabant
5439;Linden;Cuijk;Noord-Brabant
5443;Haps;Cuijk;Noord-Brabant
4100;Culemborg;Culemborg;Gelderland
4101;Culemborg;Culemborg;Gelderland
4102;Culemborg;Culemborg;Gelderland
4103;Culemborg;Culemborg;Gelderland
4104;Culemborg;Culemborg;Gelderland
4105;Culemborg;Culemborg;Gelderland
4106;Culemborg;Culemborg;Gelderland
4107;Culemborg;Culemborg;Gelderland
7710;Nieuwleusen;Dalfsen;Overijssel
7711;Dalfsen;Dalfsen;Overijssel
7720;Dalfsen;Dalfsen;Overijssel
7721;Dalfsen;Dalfsen;Overijssel
7722;Dalfsen;Dalfsen;Overijssel
8150;Lemelerveld;Dalfsen;Overijssel
8151;Lemelerveld;Dalfsen;Overijssel
8152;Lemelerveld;Dalfsen;Overijssel
8153;Lemelerveld;Dalfsen;Overijssel
8154;Lemelerveld;Dalfsen;Overijssel
9067;Readtsjerk;Dantumadiel;Friesland
9104;Damwâld;Dantumadiel;Friesland
9105;Rinsumageast;Dantumadiel;Friesland
9106;Sibrandahûs;Dantumadiel;Friesland
9108;Broeksterwâld;Dantumadiel;Friesland
9109;De Falom;Dantumadiel;Friesland
9113;Wâlterswâld;Dantumadiel;Friesland
9114;Driezum;Dantumadiel;Friesland
9269;Feanwâlden;Dantumadiel;Friesland
9270;De Westereen;Dantumadiel;Friesland
9271;De Westereen;Dantumadiel;Friesland
3615;Westbroek;De Bilt;Utrecht
3720;Bilthoven;De Bilt;Utrecht
3721;Bilthoven;De Bilt;Utrecht
3722;Bilthoven;De Bilt;Utrecht
3723;Bilthoven;De Bilt;Utrecht
3730;De Bilt;De Bilt;Utrecht
3731;De Bilt;De Bilt;Utrecht
3732;De Bilt;De Bilt;Utrecht
3737;Groenekan;De Bilt;Utrecht
3738;Maartensdijk;De Bilt;Utrecht
3739;Hollandsche Rading;De Bilt;Utrecht
8461;Rottum;De Friese Meren;Friesland
8462;Rotstergaast;De Friese Meren;Friesland
8463;Rotsterhaule;De Friese Meren;Friesland
8464;Sintjohannesga;De Friese Meren;Friesland
8465;Oudehaske;De Friese Meren;Friesland
8466;Nijehaske;De Friese Meren;Friesland
8467;Vegelinsoord;De Friese Meren;Friesland
8493;Terherne;De Friese Meren;Friesland
8500;Joure;De Friese Meren;Friesland
8501;Joure;De Friese Meren;Friesland
8502;Joure;De Friese Meren;Friesland
8503;Joure;De Friese Meren;Friesland
8505;Snikzwaag;De Friese Meren;Friesland
8506;Haskerhorne;De Friese Meren;Friesland
8507;Rohel;De Friese Meren;Friesland
8508;Delfstrahuizen;De Friese Meren;Friesland
8511;Goingarijp;De Friese Meren;Friesland
8512;Broek;De Friese Meren;Friesland
8513;Ouwsterhaule;De Friese Meren;Friesland
8514;Ouwster-Nijega;De Friese Meren;Friesland
8515;Oldeouwer;De Friese Meren;Friesland
8516;Doniaga;De Friese Meren;Friesland
8517;Scharsterbrug;De Friese Meren;Friesland
8520;Sint Nicolaasga;De Friese Meren;Friesland
8521;Sint Nicolaasga;De Friese Meren;Friesland
8522;Tjerkgaast;De Friese Meren;Friesland
8523;Idskenhuizen;De Friese Meren;Friesland
8524;Teroele;De Friese Meren;Friesland
8525;Langweer;De Friese Meren;Friesland
8526;Boornzwaag;De Friese Meren;Friesland
8527;Legemeer;De Friese Meren;Friesland
8528;Dijken;De Friese Meren;Friesland
8530;Lemmer;De Friese Meren;Friesland
8531;Lemmer;De Friese Meren;Friesland
8532;Lemmer;De Friese Meren;Friesland
8534;Eesterga;De Friese Meren;Friesland
8535;Follega;De Friese Meren;Friesland
8536;Oosterzee;De Friese Meren;Friesland
8537;Echten;De Friese Meren;Friesland
8538;Bantega;De Friese Meren;Friesland
8539;Echtenerbrug;De Friese Meren;Friesland
8541;Akmarijp;De Friese Meren;Friesland
8542;Terkaple;De Friese Meren;Friesland
8556;Sloten;De Friese Meren;Friesland
8560;Balk;De Friese Meren;Friesland
8561;Balk;De Friese Meren;Friesland
8563;Wijckel;De Friese Meren;Friesland
8564;Ruigahuizen;De Friese Meren;Friesland
8565;Sondel;De Friese Meren;Friesland
8566;Nijemirdum;De Friese Meren;Friesland
8567;Oudemirdum;De Friese Meren;Friesland
8571;Harich;De Friese Meren;Friesland
8572;Rijs;De Friese Meren;Friesland
8573;Mirns;De Friese Meren;Friesland
8574;Bakhuizen;De Friese Meren;Friesland
8581;Elahuizen;De Friese Meren;Friesland
8582;Oudega;De Friese Meren;Friesland
8583;Kolderwolde;De Friese Meren;Friesland
9961;Mensingeweer;De Marne;Groningen
9962;Schouwerzijl;De Marne;Groningen
9963;Warfhuizen;De Marne;Groningen
9964;Wehe-den Hoorn;De Marne;Groningen
9965;Leens;De Marne;Groningen
9966;Warfhuizen;De Marne;Groningen
9967;Eenrum;De Marne;Groningen
9968;Pieterburen;De Marne;Groningen
9969;Westernieland;De Marne;Groningen
9970;Ulrum;De Marne;Groningen
9971;Ulrum;De Marne;Groningen
9972;Niekerk;De Marne;Groningen
9973;Houwerzijl;De Marne;Groningen
9974;Zoutkamp;De Marne;Groningen
9975;Vierhuizen;De Marne;Groningen
9976;Lauwersoog;De Marne;Groningen
9977;Kloosterburen;De Marne;Groningen
9978;Hornhuizen;De Marne;Groningen
1390;Abcoude;De Ronde Venen;Utrecht
1391;Abcoude;De Ronde Venen;Utrecht
1396;Baambrugge;De Ronde Venen;Utrecht
1426;de Hoef;De Ronde Venen;Utrecht
1427;Amstelhoek;De Ronde Venen;Utrecht
3640;Mijdrecht;De Ronde Venen;Utrecht
3641;Mijdrecht;De Ronde Venen;Utrecht
3642;Mijdrecht;De Ronde Venen;Utrecht
3643;Mijdrecht;De Ronde Venen;Utrecht
3645;Vinkeveen;De Ronde Venen;Utrecht
3646;Waverveen;De Ronde Venen;Utrecht
3648;Wilnis;De Ronde Venen;Utrecht
7705;Drogteropslagen;De Wolden;Drenthe
7921;Zuidwolde;De Wolden;Drenthe
7924;de Wijk;De Wolden;Drenthe
7925;Linde;De Wolden;Drenthe
7927;Alteveer;De Wolden;Drenthe
7932;Echten;De Wolden;Drenthe
7935;Eursinge;De Wolden;Drenthe
7957;de Wijk;De Wolden;Drenthe
7958;Koekange;De Wolden;Drenthe
7960;Ruinerwold;De Wolden;Drenthe
7961;Ruinerwold;De Wolden;Drenthe
2600;Delft;Delft;Zuid-Holland
2601;Delft;Delft;Zuid-Holland
2611;Delft;Delft;Zuid-Holland
2612;Delft;Delft;Zuid-Holland
2613;Delft;Delft;Zuid-Holland
2614;Delft;Delft;Zuid-Holland
2616;Delft;Delft;Zuid-Holland
2622;Delft;Delft;Zuid-Holland
2623;Delft;Delft;Zuid-Holland
2624;Delft;Delft;Zuid-Holland
2625;Delft;Delft;Zuid-Holland
2626;Delft;Delft;Zuid-Holland
2627;Delft;Delft;Zuid-Holland
2628;Delft;Delft;Zuid-Holland
2629;Delft;Delft;Zuid-Holland
9904;Krewerd;Delfzijl;Groningen
9905;Holwierde;Delfzijl;Groningen
9906;Bierum;Delfzijl;Groningen
9907;Losdorp;Delfzijl;Groningen
9908;Godlinze;Delfzijl;Groningen
9909;Spijk Gn;Delfzijl;Groningen
9930;Delfzijl;Delfzijl;Groningen
9931;Delfzijl;Delfzijl;Groningen
9932;Delfzijl;Delfzijl;Groningen
9933;Delfzijl;Delfzijl;Groningen
9934;Delfzijl;Delfzijl;Groningen
9936;Farmsum;Delfzijl;Groningen
9937;Meedhuizen;Delfzijl;Groningen
9945;Wagenborgen;Delfzijl;Groningen
9946;Woldendorp;Delfzijl;Groningen
9947;Termunten;Delfzijl;Groningen
9948;Termunterzijl;Delfzijl;Groningen
9949;Borgsweer;Delfzijl;Groningen
2244;Den Haag;Den Haag;Zuid-Holland
2291;Den Haag;Den Haag;Zuid-Holland
2490;Den Haag;Den Haag;Zuid-Holland
2491;Den Haag;Den Haag;Zuid-Holland
2492;Den Haag;Den Haag;Zuid-Holland
2493;Den Haag;Den Haag;Zuid-Holland
2495;Den Haag;Den Haag;Zuid-Holland
2496;Den Haag;Den Haag;Zuid-Holland
2497;Den Haag;Den Haag;Zuid-Holland
2498;Den Haag;Den Haag;Zuid-Holland
2500;Den Haag;Den Haag;Zuid-Holland
2501;Den Haag;Den Haag;Zuid-Holland
2502;Den Haag;Den Haag;Zuid-Holland
2503;Den Haag;Den Haag;Zuid-Holland
2504;Den Haag;Den Haag;Zuid-Holland
2505;Den Haag;Den Haag;Zuid-Holland
2506;Den Haag;Den Haag;Zuid-Holland
2507;Den Haag;Den Haag;Zuid-Holland
2508;Den Haag;Den Haag;Zuid-Holland
2509;Den Haag;Den Haag;Zuid-Holland
2511;Den Haag;Den Haag;Zuid-Holland
2512;Den Haag;Den Haag;Zuid-Holland
2513;Den Haag;Den Haag;Zuid-Holland
2514;Den Haag;Den Haag;Zuid-Holland
2515;Den Haag;Den Haag;Zuid-Holland
2516;Den Haag;Den Haag;Zuid-Holland
2517;Den Haag;Den Haag;Zuid-Holland
2518;Den Haag;Den Haag;Zuid-Holland
2521;Den Haag;Den Haag;Zuid-Holland
2522;Den Haag;Den Haag;Zuid-Holland
2523;Den Haag;Den Haag;Zuid-Holland
2524;Den Haag;Den Haag;Zuid-Holland
2525;Den Haag;Den Haag;Zuid-Holland
2526;Den Haag;Den Haag;Zuid-Holland
2531;Den Haag;Den Haag;Zuid-Holland
2532;Den Haag;Den Haag;Zuid-Holland
2533;Den Haag;Den Haag;Zuid-Holland
2541;Den Haag;Den Haag;Zuid-Holland
2542;Den Haag;Den Haag;Zuid-Holland
2543;Den Haag;Den Haag;Zuid-Holland
2544;Den Haag;Den Haag;Zuid-Holland
2545;Den Haag;Den Haag;Zuid-Holland
2546;Den Haag;Den Haag;Zuid-Holland
2547;Den Haag;Den Haag;Zuid-Holland
2548;Den Haag;Den Haag;Zuid-Holland
2551;Den Haag;Den Haag;Zuid-Holland
2552;Den Haag;Den Haag;Zuid-Holland
2553;Den Haag;Den Haag;Zuid-Holland
2554;Den Haag;Den Haag;Zuid-Holland
2555;Den Haag;Den Haag;Zuid-Holland
2561;Den Haag;Den Haag;Zuid-Holland
2562;Den Haag;Den Haag;Zuid-Holland
2563;Den Haag;Den Haag;Zuid-Holland
2564;Den Haag;Den Haag;Zuid-Holland
2565;Den Haag;Den Haag;Zuid-Holland
2566;Den Haag;Den Haag;Zuid-Holland
2571;Den Haag;Den Haag;Zuid-Holland
2572;Den Haag;Den Haag;Zuid-Holland
2573;Den Haag;Den Haag;Zuid-Holland
2574;Den Haag;Den Haag;Zuid-Holland
2581;Den Haag;Den Haag;Zuid-Holland
2582;Den Haag;Den Haag;Zuid-Holland
2583;Den Haag;Den Haag;Zuid-Holland
2584;Den Haag;Den Haag;Zuid-Holland
2585;Den Haag;Den Haag;Zuid-Holland
2586;Den Haag;Den Haag;Zuid-Holland
2587;Den Haag;Den Haag;Zuid-Holland
2591;Den Haag;Den Haag;Zuid-Holland
2592;Den Haag;Den Haag;Zuid-Holland
2593;Den Haag;Den Haag;Zuid-Holland
2594;Den Haag;Den Haag;Zuid-Holland
2595;Den Haag;Den Haag;Zuid-Holland
2596;Den Haag;Den Haag;Zuid-Holland
2597;Den Haag;Den Haag;Zuid-Holland
5217;Den Haag;Den Haag;Zuid-Holland
1780;Den Helder;Den Helder;Noord-Holland
1781;Den Helder;Den Helder;Noord-Holland
1782;Den Helder;Den Helder;Noord-Holland
1783;Den Helder;Den Helder;Noord-Holland
1784;Den Helder;Den Helder;Noord-Holland
1785;Den Helder;Den Helder;Noord-Holland
1786;Den Helder;Den Helder;Noord-Holland
1787;Julianadorp;Den Helder;Noord-Holland
1788;Julianadorp;Den Helder;Noord-Holland
1789;Den Helder;Den Helder;Noord-Holland
5750;Deurne;Deurne;Noord-Brabant
5751;Deurne;Deurne;Noord-Brabant
5752;Deurne;Deurne;Noord-Brabant
5753;Deurne;Deurne;Noord-Brabant
5754;Deurne;Deurne;Noord-Brabant
5756;Vlierden;Deurne;Noord-Brabant
5757;Deurne;Deurne;Noord-Brabant
5758;Neerkant;Deurne;Noord-Brabant
5759;Helenaveen;Deurne;Noord-Brabant
7400;Deventer;Deventer;Overijssel
7401;Deventer;Deventer;Overijssel
7411;Deventer;Deventer;Overijssel
7412;Deventer;Deventer;Overijssel
7413;Deventer;Deventer;Overijssel
7414;Deventer;Deventer;Overijssel
7415;Deventer;Deventer;Overijssel
7416;Deventer;Deventer;Overijssel
7417;Deventer;Deventer;Overijssel
7418;Deventer;Deventer;Overijssel
7419;Deventer;Deventer;Overijssel
7420;Deventer;Deventer;Overijssel
7421;Deventer;Deventer;Overijssel
7422;Deventer;Deventer;Overijssel
7423;Deventer;Deventer;Overijssel
